Alpha3,Country,Year,Fitch,Moody,S&P
CHE,Switzerland,2013,1.0,1.0,
CHE,Switzerland,2014,1.0,1.0,
CHE,Switzerland,2015,1.0,1.0,
CHE,Switzerland,2016,1.0,1.0,
CHE,Switzerland,2017,1.0,1.0,
CHE,Switzerland,2018,1.0,1.0,
CHE,Switzerland,2019,1.0,1.0,
CHE,Switzerland,2020,1.0,1.0,
CHE,Switzerland,2021,1.0,1.0,
CHE,Switzerland,2022,1.0,1.0,
CHE,Switzerland,2023,1.0,1.0,
CHE,Switzerland,2024,1.0,1.0,
CHL,Chile,2006,6.69235519020187,6.0,5.850223214671004
CHL,Chile,2007,6.0,5.666666666666667,5.0
CHL,Chile,2008,6.0,5.333333333333333,4.8
CHL,Chile,2009,5.666666666666667,5.0,4.6
CHL,Chile,2010,5.333333333333333,4.0,4.491389281715701
CHL,Chile,2011,5.0,4.0,4.13908233884858
CHL,Chile,2012,5.0,4.0,4.0
CHL,Chile,2013,5.0,4.0,4.2
CHL,Chile,2014,5.0,4.0,4.4
CHL,Chile,2015,5.0,4.0,4.13908233884858
CHL,Chile,2016,5.0,4.0,4.13908233884858
CHL,Chile,2017,6.0,4.0,5.0
CHL,Chile,2018,6.0,5.0,5.25
CHL,Chile,2019,6.0,5.0,5.5
CHL,Chile,2020,6.0,5.0,5.157230880403167
CHL,Chile,2021,6.67956073048973,5.5,6.0
CHL,Chile,2022,6.797982267018538,6.0,6.0
CHL,Chile,2023,6.797982267018538,6.0,6.0
CHL,Chile,2024,6.797982267018538,6.0,6.0
CHN,China,2006,6.0,7.829565664341423,8.03861752791034
CHN,China,2007,5.0,5.0,4.994312562352926
CHN,China,2008,5.0,4.666666666666667,4.730841430287218
CHN,China,2009,5.0,4.333333333333333,4.467370298221509
CHN,China,2010,4.7803374771525,4.0,4.0
CHN,China,2011,5.0,4.0,4.142857142857143
CHN,China,2012,5.0,4.0,4.285714285714286
CHN,China,2013,5.0,4.0,4.203899166155801
CHN,China,2014,5.0,4.0,4.203899166155801
CHN,China,2015,5.0,4.0,4.203899166155801
CHN,China,2016,5.0,4.0,4.203899166155801
CHN,China,2017,5.0,5.0,5.0
CHN,China,2018,5.0,5.0,4.994312562352926
CHN,China,2019,5.0,5.0,4.994312562352926
CHN,China,2020,5.091530862109792,5.0,5.068249211949722
CHN,China,2021,5.091530862109792,5.0,5.068249211949722
CHN,China,2022,5.091530862109792,5.0,5.068249211949722
CHN,China,2023,5.091530862109792,5.0,5.068249211949722
CHN,China,2024,5.063692273643983,4.712753648018956,4.8187184380261785
COL,Colombia,2006,12.0,10.68599119214392,10.18598053979968
COL,Colombia,2007,11.0,10.105796762788408,10.131001953315694
COL,Colombia,2008,11.0,11.0,9.197185229568358
COL,Colombia,2009,11.0,10.666666666666666,9.545285335110089
COL,Colombia,2010,11.0,10.333333333333334,9.893385440651818
COL,Colombia,2011,10.0,10.0,10.0
COL,Colombia,2012,10.0,10.0,9.5
COL,Colombia,2013,10.0,10.0,9.0
COL,Colombia,2014,9.0,9.0,9.25
COL,Colombia,2015,9.0,9.0,9.5
COL,Colombia,2016,9.0,9.0,9.964034237290504
COL,Colombia,2017,9.0,9.0,10.0
COL,Colombia,2018,9.0,9.0,10.25
COL,Colombia,2019,9.0,9.0,10.5
COL,Colombia,2020,10.0,9.0,10.624910050054622
COL,Colombia,2021,11.0,9.0,11.0
COL,Colombia,2022,10.13995751038107,9.0,11.0
COL,Colombia,2023,10.13995751038107,9.0,11.0
COL,Colombia,2024,10.13995751038107,9.0,11.0
CRI,Costa Rica,2006,12.0,12.048709744664995,13.518292842685687
CRI,Costa Rica,2007,11.8,11.790653594121736,13.399769124766728
CRI,Costa Rica,2008,11.6,11.532597443578474,13.281245406847766
CRI,Costa Rica,2009,12.15039630541022,12.242886710131408,13.60745264197945
CRI,Costa Rica,2010,10.653398628785505,10.0,12.639252389393356
CRI,Costa Rica,2011,11.0,10.0,12.728230949258682
CRI,Costa Rica,2012,11.0,10.0,12.728230949258682
CRI,Costa Rica,2013,11.0,10.0,12.728230949258682
CRI,Costa Rica,2014,11.0,11.0,12.988562906407232
CRI,Costa Rica,2015,11.0,11.0,12.988562906407232
CRI,Costa Rica,2016,11.0,11.0,13.0
CRI,Costa Rica,2017,12.0,12.0,13.5
CRI,Costa Rica,2018,12.0,14.0,14.0
CRI,Costa Rica,2019,14.0,14.5,14.5
CRI,Costa Rica,2020,15.0,15.0,15.0
CRI,Costa Rica,2021,14.333333333333334,15.0,15.0
CRI,Costa Rica,2022,13.666666666666666,14.5,15.0
CRI,Costa Rica,2023,13.0,14.0,14.0
CRI,Costa Rica,2024,12.653734868598354,13.0,13.933769131345954
CYP,Cyprus,2006,9.922304519509566,10.583333333333334,9.715648309650064
CYP,Cyprus,2007,4.0,5.0,5.3749076747506255
CYP,Cyprus,2008,4.75,4.0,4.952177983179345
CYP,Cyprus,2009,5.5,4.666666666666667,5.478871436237016
CYP,Cyprus,2010,5.827448810962392,5.333333333333333,5.922787564784385
CYP,Cyprus,2011,7.0,6.0,8.0
CYP,Cyprus,2012,10.0,11.0,11.0
CYP,Cyprus,2013,15.0,19.0,18.0
CYP,Cyprus,2014,16.0,19.0,15.0
CYP,Cyprus,2015,16.0,14.0,13.0
CYP,Cyprus,2016,14.0,14.0,12.0
CYP,Cyprus,2017,13.0,13.0,11.0
CYP,Cyprus,2018,11.0,12.0,10.0
CYP,Cyprus,2019,10.0,12.0,9.75
CYP,Cyprus,2020,10.0,11.5,9.5
CYP,Cyprus,2021,9.666666666666666,11.0,9.90292491474976
CYP,Cyprus,2022,9.333333333333334,11.0,9.0
CYP,Cyprus,2023,9.0,9.0,9.0
CYP,Cyprus,2024,8.524032540209816,9.0,8.0
CZE,Czechia,2006,4.687500015625078,4.687499989583334,4.0
CZE,Czechia,2007,4.687500015625078,4.687499989583334,4.0
CZE,Czechia,2008,5.0,4.99999996666667,4.0
CZE,Czechia,2009,5.0,4.99999996666667,4.0
CZE,Czechia,2010,5.0,4.99999996666667,4.0
CZE,Czechia,2011,5.0,4.99999996666667,4.0
CZE,Czechia,2012,5.0,4.99999996666667,4.0
CZE,Czechia,2013,5.0,5.0,4.0
CZE,Czechia,2014,5.0,5.0,4.0
CZE,Czechia,2015,5.0,5.0,4.0
CZE,Czechia,2016,5.0,5.0,4.0
CZE,Czechia,2017,5.0,5.0,4.0
CZE,Czechia,2018,5.0,5.0,4.0
CZE,Czechia,2019,4.0,4.0,4.0
CZE,Czechia,2020,4.0,4.0,4.0
CZE,Czechia,2021,4.000000083333752,4.0,4.0
CZE,Czechia,2022,4.000000083333752,4.0,4.0
CZE,Czechia,2023,4.000000083333752,4.0,4.0
CZE,Czechia,2024,4.687500015625078,4.687499989583334,4.0
DEU,Germany,2006,1.0,1.0,
DEU,Germany,2007,1.0,1.0,
DEU,Germany,2008,1.0,1.0,
DEU,Germany,2009,1.0,1.0,
DEU,Germany,2010,1.0,1.0,
DEU,Germany,2011,1.0,1.0,
DEU,Germany,2012,1.0,1.0,
DEU,Germany,2013,1.0,1.0,
DEU,Germany,2014,1.0,1.0,
DEU,Germany,2015,1.0,1.0,
DEU,Germany,2016,1.0,1.0,
DEU,Germany,2017,1.0,1.0,
DEU,Germany,2018,1.0,1.0,
DEU,Germany,2019,1.0,1.0,
DEU,Germany,2020,1.0,1.0,
DEU,Germany,2021,1.0,1.0,
DEU,Germany,2022,1.0,1.0,
DEU,Germany,2023,1.0,1.0,
DEU,Germany,2024,1.0,1.0,
DNK,Denmark,2006,1.0,1.0,
DNK,Denmark,2007,1.0,1.0,
DNK,Denmark,2008,1.0,1.0,
DNK,Denmark,2009,1.0,1.0,
DNK,Denmark,2010,1.0,1.0,
DNK,Denmark,2011,1.0,1.0,
DNK,Denmark,2012,1.0,1.0,
DNK,Denmark,2013,1.0,1.0,
DNK,Denmark,2014,1.0,1.0,
DNK,Denmark,2015,1.0,1.0,
DNK,Denmark,2016,1.0,1.0,
DNK,Denmark,2017,1.0,1.0,
DNK,Denmark,2018,1.0,1.0,
DNK,Denmark,2019,1.0,1.0,
DNK,Denmark,2020,1.0,1.0,
DNK,Denmark,2021,1.0,1.0,
DNK,Denmark,2022,1.0,1.0,
DNK,Denmark,2023,1.0,1.0,
DNK,Denmark,2024,1.0,1.0,
DOM,Dominican Republic,2006,15.0,14.16456675103223,13.736539805138817
DOM,Dominican Republic,2007,15.0,15.0,13.020907427543056
DOM,Dominican Republic,2008,15.0,14.666666666666666,13.306440863230454
DOM,Dominican Republic,2009,15.0,14.333333333333334,13.591974298917853
DOM,Dominican Republic,2010,15.0,14.0,13.877507734605253
DOM,Dominican Republic,2011,15.0,14.0,14.0
DOM,Dominican Republic,2012,15.0,14.0,13.75
DOM,Dominican Republic,2013,15.0,14.437892320667515,13.5
DOM,Dominican Republic,2014,15.0,14.0,13.877507734605253
DOM,Dominican Republic,2015,14.0,14.0,13.0
DOM,Dominican Republic,2016,14.0,14.0,13.0
DOM,Dominican Republic,2017,13.0,13.0,13.0
DOM,Dominican Republic,2018,13.0,13.0,12.976629191297407
DOM,Dominican Republic,2019,13.0,13.0,12.976629191297407
DOM,Dominican Republic,2020,13.0,13.0,12.976629191297407
DOM,Dominican Republic,2021,13.028166998537856,13.0,13.0
DOM,Dominican Republic,2022,11.90798099549618,13.0,12.0
DOM,Dominican Republic,2023,13.140726575822358,13.0,13.100291181643804
DOM,Dominican Republic,2024,14.059826364992036,13.755692170649985,13.260614256643166
ECU,Ecuador,2006,16.42395444383356,17.253869867729406,16.736474662441516
ECU,Ecuador,2007,18.0,18.0,18.72795956484038
ECU,Ecuador,2008,18.0,16.0,19.536221965443996
ECU,Ecuador,2009,18.0,19.0,18.32382836453857
ECU,Ecuador,2010,16.0,18.5,16.0
ECU,Ecuador,2011,16.0,18.0,15.5
ECU,Ecuador,2012,16.0,17.0,15.0
ECU,Ecuador,2013,15.0,16.5,14.5
ECU,Ecuador,2014,15.0,16.0,14.0
ECU,Ecuador,2015,15.0,16.0,15.0
ECU,Ecuador,2016,15.0,16.0,15.5
ECU,Ecuador,2017,15.0,16.0,16.0
ECU,Ecuador,2018,16.0,16.0,17.0
ECU,Ecuador,2019,16.0,16.5,18.0
ECU,Ecuador,2020,18.0,17.0,19.0
ECU,Ecuador,2021,17.845383938126137,19.0,18.25
ECU,Ecuador,2022,17.435691075595663,19.0,17.5
ECU,Ecuador,2023,17.391189706519754,19.0,17.418534029124192
ECU,Ecuador,2024,15.958915268762388,17.0696576191292,16.0
EGY,Egypt,2006,13.705497469463188,14.794375401858348,14.69748971083786
EGY,Egypt,2007,11.0,12.32468930836258,12.611376272442325
EGY,Egypt,2008,11.0,12.32468930836258,12.611376272442325
EGY,Egypt,2009,11.0,12.32468930836258,12.611376272442325
EGY,Egypt,2010,11.0,12.32468930836258,12.611376272442325
EGY,Egypt,2011,11.0,12.0,12.0
EGY,Egypt,2012,13.0,15.0,15.0
EGY,Egypt,2013,15.0,16.0,17.0
EGY,Egypt,2014,16.0,17.0,16.6
EGY,Egypt,2015,15.0,16.0,16.2
EGY,Egypt,2016,15.0,16.0,15.708881018129718
EGY,Egypt,2017,15.0,16.0,15.708881018129718
EGY,Egypt,2018,15.0,16.0,15.0
EGY,Egypt,2019,14.0,15.0,15.0
EGY,Egypt,2020,14.25,15.0,15.0
EGY,Egypt,2021,14.5,15.0,15.022720175477204
EGY,Egypt,2022,13.921925215826,15.0,14.86882749357557
EGY,Egypt,2023,15.0,16.0,15.0
EGY,Egypt,2024,16.027029234511417,17.0,16.0
ESP,Spain,2006,6.72493961230994,7.566666666666667,6.464086319230376
ESP,Spain,2007,6.72493961230994,7.566666666666667,6.464086319230376
ESP,Spain,2008,6.72493961230994,7.566666666666667,6.464086319230376
ESP,Spain,2009,6.72493961230994,7.566666666666667,6.464086319230376
ESP,Spain,2010,2.0,2.0,3.0
ESP,Spain,2011,2.0,3.0,4.0
ESP,Spain,2012,6.0,7.0,6.0
ESP,Spain,2013,9.0,10.0,7.5
ESP,Spain,2014,9.0,9.0,9.0
ESP,Spain,2015,8.0,9.0,8.0
ESP,Spain,2016,8.0,9.0,7.666666666666667
ESP,Spain,2017,8.0,8.5,7.333333333333333
ESP,Spain,2018,7.0,8.0,7.0
ESP,Spain,2019,7.0,8.0,6.0
ESP,Spain,2020,6.870595748422305,8.0,6.0
ESP,Spain,2021,6.870595748422305,8.0,6.0
ESP,Spain,2022,6.870595748422305,8.0,6.0
ESP,Spain,2023,7.13115346969108,8.0,6.730647394227821
ESP,Spain,2024,7.13115346969108,8.0,6.730647394227821
EST,Estonia,2006,6.0,5.0,4.840291936686854
EST,Estonia,2007,6.0,5.0,4.840291936686854
EST,Estonia,2008,6.0,5.0,4.840291936686854
EST,Estonia,2009,8.0,5.0,6.520537233835482
EST,Estonia,2010,8.0,5.0,6.520537233835482
EST,Estonia,2011,5.0,5.0,4.0
EST,Estonia,2012,5.0,5.0,4.0
EST,Estonia,2013,5.0,5.0,4.0
EST,Estonia,2014,5.0,5.0,4.00016928811254
EST,Estonia,2015,5.0,5.0,4.00016928811254
EST,Estonia,2016,5.0,5.0,4.00016928811254
EST,Estonia,2017,5.0,5.0,4.00016928811254
EST,Estonia,2018,5.0,5.0,4.00016928811254
EST,Estonia,2019,4.0,5.0,3.1600466395382263
EST,Estonia,2020,4.0,5.0,3.1600466395382263
EST,Estonia,2021,5.488013587055056,5.0,4.410160555409485
EST,Estonia,2022,4.99929564067311,5.0,4.0
EST,Estonia,2023,5.59474818899698,5.0,4.5
EST,Estonia,2024,6.1902007373208505,5.0,5.0
FIN,Finland,2006,1.642857130158729,1.6428572063492022,2.0
FIN,Finland,2007,1.642857130158729,1.6428572063492022,2.0
FIN,Finland,2008,1.642857130158729,1.6428572063492022,2.0
FIN,Finland,2009,1.642857130158729,1.6428572063492022,2.0
FIN,Finland,2010,1.642857130158729,1.6428572063492022,2.0
FIN,Finland,2011,1.0,1.0000002222222069,2.0
FIN,Finland,2012,1.0,1.0000002222222069,2.0
FIN,Finland,2013,1.0,1.0000002222222069,2.0
FIN,Finland,2014,1.0,1.0000002222222069,2.0
FIN,Finland,2015,1.0,1.0,2.0
FIN,Finland,2016,2.0,2.0,2.0
FIN,Finland,2017,2.0,2.0,2.0
FIN,Finland,2018,2.0,2.0,2.0
FIN,Finland,2019,2.0,2.0,2.0
FIN,Finland,2020,2.0,2.0,2.0
FIN,Finland,2021,1.9999999555555503,2.0,2.0
FIN,Finland,2022,1.9999999555555503,2.0,2.0
FIN,Finland,2023,1.9999999555555503,2.0,2.0
FIN,Finland,2024,1.9999999555555503,2.0,2.0
FJI,Fiji,2006,,13.765888092811975,14.064879121190293
FJI,Fiji,2007,,13.765888092811975,14.064879121190293
FJI,Fiji,2008,,13.765888092811975,14.064879121190293
FJI,Fiji,2009,,14.0,14.278880899914224
FJI,Fiji,2010,,14.0,14.278880899914224
FJI,Fiji,2011,,14.0,15.0
FJI,Fiji,2012,,14.254209484991648,14.75
FJI,Fiji,2013,,14.0,14.5
FJI,Fiji,2014,,14.0,14.278880899914224
FJI,Fiji,2015,,14.0,14.0
FJI,Fiji,2016,,14.0,13.75
FJI,Fiji,2017,,13.0,13.5
FJI,Fiji,2018,,13.0,13.364780539559389
FJI,Fiji,2019,,13.0,13.0
FJI,Fiji,2020,,13.0,13.5
FJI,Fiji,2021,,14.0,14.0
FJI,Fiji,2022,,14.0,14.278880899914224
FJI,Fiji,2023,,14.0,14.278880899914224
FJI,Fiji,2024,,14.0,14.278880899914224
FRA,France,2006,2.697004111796834,2.716201668901254,3.0952810653890253
FRA,France,2007,2.697004111796834,2.716201668901254,3.0952810653890253
FRA,France,2008,2.697004111796834,2.716201668901254,3.0952810653890253
FRA,France,2009,2.697004111796834,2.716201668901254,3.0952810653890253
FRA,France,2010,2.697004111796834,2.716201668901254,3.0952810653890253
FRA,France,2011,1.0,2.026823364617556,2.6140640057881552
FRA,France,2012,1.0,2.0,2.0
FRA,France,2013,1.0,2.0,3.0
FRA,France,2014,2.0,2.0,3.0
FRA,France,2015,3.0,3.0,3.0
FRA,France,2016,3.0,3.0,3.188596524504338
FRA,France,2017,3.0,3.0,3.188596524504338
FRA,France,2018,3.0,3.0,3.188596524504338
FRA,France,2019,3.0,3.0,3.188596524504338
FRA,France,2020,3.0,3.0,3.188596524504338
FRA,France,2021,3.333333333333333,3.0,3.2768882871365053
FRA,France,2022,3.6666666666666665,3.0,3.0
FRA,France,2023,4.0,3.0,3.5
FRA,France,2024,3.758057565155668,3.0,4.0
GAB,Gabon,2007,,,13.0
GAB,Gabon,2008,,,13.0
GAB,Gabon,2009,,,13.0
GAB,Gabon,2011,,,13.0
GAB,Gabon,2012,,,13.0
GAB,Gabon,2013,,,13.0
GAB,Gabon,2014,,,13.0
GAB,Gabon,2015,,,14.0
GAB,Gabon,2016,,,14.0
GAB,Gabon,2017,,,14.0
GAB,Gabon,2018,,,15.0
GAB,Gabon,2019,,,15.0
GAB,Gabon,2020,,,18.0
GAB,Gabon,2021,,,16.0
GBR,United Kingdom,2006,2.643325791449727,2.763233553552055,3.0
GBR,United Kingdom,2007,2.643325791449727,2.763233553552055,3.0
GBR,United Kingdom,2008,2.643325791449727,2.763233553552055,3.0
GBR,United Kingdom,2009,2.643325791449727,2.763233553552055,3.0
GBR,United Kingdom,2010,2.643325791449727,2.763233553552055,3.0
GBR,United Kingdom,2011,1.0,1.46101809808835,3.0
GBR,United Kingdom,2012,1.0,1.46101809808835,3.0
GBR,United Kingdom,2013,1.0,2.0,3.0
GBR,United Kingdom,2014,2.0,2.0,3.0
GBR,United Kingdom,2015,2.0,2.0,3.0
GBR,United Kingdom,2016,2.0,2.0,3.0
GBR,United Kingdom,2017,3.0,3.0,3.0
GBR,United Kingdom,2018,3.0,3.0,3.0
GBR,United Kingdom,2019,3.0,3.0,3.0
GBR,United Kingdom,2020,4.0,4.0,3.0
GBR,United Kingdom,2021,4.121078429615476,4.0,3.0
GBR,United Kingdom,2022,4.121078429615476,4.0,3.0
GBR,United Kingdom,2023,4.121078429615476,4.0,3.0
GBR,United Kingdom,2024,2.643325791449727,2.763233553552055,3.0
GEO,Georgia,2006,12.96204762552635,12.515008762569863,12.693946806350334
GEO,Georgia,2007,13.0,12.535427322672696,12.722846773032858
GEO,Georgia,2008,14.0,13.092490215791146,13.490948097057952
GEO,Georgia,2009,14.0,13.092490215791146,13.490948097057952
GEO,Georgia,2010,14.0,13.0,14.0
GEO,Georgia,2011,14.0,13.0,13.0
GEO,Georgia,2012,13.0,13.0,12.875
GEO,Georgia,2013,13.0,12.549749972002662,12.75
GEO,Georgia,2014,13.0,13.0,12.884257421898688
GEO,Georgia,2015,13.0,13.0,12.884257421898688
GEO,Georgia,2016,13.0,13.0,12.884257421898688
GEO,Georgia,2017,13.0,12.0,12.53681845972289
GEO,Georgia,2018,13.0,12.0,12.53681845972289
GEO,Georgia,2019,12.0,12.0,12.0
GEO,Georgia,2020,12.0,12.0,12.0
GEO,Georgia,2021,12.214289668647712,12.0,12.0
GEO,Georgia,2022,12.214289668647712,12.0,12.0
GEO,Georgia,2023,12.444138961089475,12.0,12.217445181007731
GEO,Georgia,2024,12.444138961089475,12.0,12.217445181007731
GHA,Ghana,2006,,,14.0
GHA,Ghana,2007,,,14.0
GHA,Ghana,2008,,,14.0
GHA,Ghana,2009,,,14.0
GHA,Ghana,2010,,,14.0
GHA,Ghana,2011,,,14.0
GHA,Ghana,2012,,,14.0
GHA,Ghana,2013,,,14.0
GHA,Ghana,2014,,,15.0
GHA,Ghana,2015,,,15.0
GHA,Ghana,2016,,,15.0
GHA,Ghana,2017,,,15.0
GHA,Ghana,2018,,,15.0
GHA,Ghana,2019,,,15.0
GHA,Ghana,2020,,,15.0
GHA,Ghana,2021,,,15.5
GHA,Ghana,2022,,,16.0
GHA,Ghana,2023,,,22.0
GRC,Greece,2006,12.89777730492868,13.658049204489632,12.129052709401984
GRC,Greece,2007,6.0,6.922442840406704,6.138385777326654
GRC,Greece,2008,6.0,6.922442840406704,6.138385777326654
GRC,Greece,2009,6.0,6.0,3.865780574572713
GRC,Greece,2010,10.0,7.0,0.1803966400095604
GRC,Greece,2011,11.0,14.0,20.0
GRC,Greece,2012,21.0,21.0,18.33333333333333
GRC,Greece,2013,18.0,19.0,16.666666666666668
GRC,Greece,2014,16.0,17.0,15.0
GRC,Greece,2015,18.0,18.0,16.0
GRC,Greece,2016,18.0,19.0,16.0
GRC,Greece,2017,18.0,18.0,15.5
GRC,Greece,2018,15.0,16.0,15.0
GRC,Greece,2019,13.0,14.0,13.0
GRC,Greece,2020,12.0,13.0,12.5
GRC,Greece,2021,11.666666666666666,13.0,12.0
GRC,Greece,2022,11.333333333333334,13.0,11.0
GRC,Greece,2023,11.0,13.0,11.0
GRC,Greece,2024,10.159991488716347,11.0,10.0
GTM,Guatemala,2006,11.0,11.0,12.0
GTM,Guatemala,2007,11.0,11.0,12.090909090909092
GTM,Guatemala,2008,11.0,11.0,12.181818181818182
GTM,Guatemala,2009,11.709687138558312,11.0,12.545176449504714
GTM,Guatemala,2010,11.709687138558312,11.0,12.545176449504714
GTM,Guatemala,2011,11.0,11.0,12.090408271112707
GTM,Guatemala,2012,11.0,11.0,12.090408271112707
GTM,Guatemala,2013,11.0,11.0,12.090408271112707
GTM,Guatemala,2014,12.0,11.0,12.731209201105385
GTM,Guatemala,2015,12.0,11.0,12.731209201105385
GTM,Guatemala,2016,12.0,11.0,12.731209201105385
GTM,Guatemala,2017,12.0,11.0,13.0
GTM,Guatemala,2018,12.0,11.0,13.0
GTM,Guatemala,2019,12.0,11.0,13.0
GTM,Guatemala,2020,13.0,11.0,13.372010131098056
GTM,Guatemala,2021,12.666666666666666,11.0,13.158409821100497
GTM,Guatemala,2022,12.333333333333334,11.0,13.0
GTM,Guatemala,2023,12.0,11.0,12.0
GTM,Guatemala,2024,11.06468135549126,11.0,12.0
HKG,Hong Kong,2006,4.0,4.0,2.8201033355240126
HKG,Hong Kong,2007,3.0,3.0,1.9841259193062093
HKG,Hong Kong,2008,2.6666666666666665,2.6666666666666665,1.7054667805669417
HKG,Hong Kong,2009,2.333333333333333,2.333333333333333,1.4268076418276745
HKG,Hong Kong,2010,2.0,2.0,1.0
HKG,Hong Kong,2011,2.0,2.0,1.1428571428571428
HKG,Hong Kong,2012,2.0,2.0,1.2857142857142856
HKG,Hong Kong,2013,2.0,2.0,1.1481485030884064
HKG,Hong Kong,2014,2.0,2.0,1.1481485030884064
HKG,Hong Kong,2015,2.0,2.0,1.1481485030884064
HKG,Hong Kong,2016,2.0,2.0,1.1481485030884064
HKG,Hong Kong,2017,2.0,3.0,2.0
HKG,Hong Kong,2018,2.0,3.0,1.9841259193062093
HKG,Hong Kong,2019,2.0,3.0,1.9841259193062093
HKG,Hong Kong,2020,4.0,4.0,2.8201033355240126
HKG,Hong Kong,2021,3.522195860508143,4.0,2.8201033355240126
HKG,Hong Kong,2022,3.522195860508143,4.0,2.8201033355240126
HKG,Hong Kong,2023,3.522195860508143,4.0,2.8201033355240126
HKG,Hong Kong,2024,2.587032643418023,2.8333333333333326,1.844796349936575
